acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
56990,M,NJ,08807,088,15,15,15,86,101,1,0,0,0,0,1,0,0,no
56991,F,PA,17023,170,9,5,28,152,180,2,0,0,0,0,0,2,0,yes
56992,F,PA,15102,151,47,5,125,315,440,10,3,0,1,0,1,0,5,no
56993,M,MA,01453,014,11,9,27,287,314,2,0,1,0,0,1,0,0,no
56994,M,NY,11235,112,11,5,27,148,175,2,0,0,0,1,1,0,0,no
56995,F,NY,10573,105,43,29,62,107,169,5,0,0,3,0,0,1,1,no
56996,M,NJ,07405,074,5,3,29,138,167,2,0,1,0,0,0,0,1,yes
56997,M,PA,18951,189,15,9,23,224,247,2,2,0,0,0,0,0,0,no
56998,F,PA,19342,193,19,11,25,101,126,2,1,0,1,0,0,0,0,no
56999,M,DC,20020,200,55,5,102,245,347,9,2,0,3,0,1,3,0,yes
57000,F,NJ,07450,074,19,15,25,172,197,2,0,0,2,0,0,0,0,no
57001,M,CT,06877,068,9,1,25,90,115,2,0,1,1,0,0,0,0,no
57002,M,NY,11363,113,67,15,132,196,328,12,4,0,3,3,1,1,0,no
57003,F,NY,10306,103,11,11,15,230,245,1,1,0,0,0,0,0,0,yes
57004,M,DE,19807,198,3,3,15,277,292,1,0,0,0,0,0,0,1,yes
57005,M,NJ,08109,081,15,7,29,244,273,2,0,0,1,0,0,0,1,no
57006,M,PA,19073,190,27,11,63,208,271,5,1,0,1,1,0,1,1,no
57007,F,NJ,07747,077,35,35,15,196,211,1,0,0,0,0,0,1,0,no
57008,M,NY,11746,117,15,9,28,170,198,2,1,0,0,0,0,1,0,no
57009,M,NH,03060,030,33,7,57,91,148,5,2,1,0,1,0,0,1,no
57010,M,NJ,07046,070,17,3,44,200,244,4,1,0,2,1,0,0,0,no
57011,M,NJ,07083,070,29,9,45,195,240,4,1,1,0,0,0,2,0,no
57012,F,PA,17543,175,15,15,15,285,300,1,0,1,0,0,0,0,0,no
57013,M,MD,21205,212,33,13,49,149,198,4,1,0,0,0,1,0,2,no
57014,M,RI,02842,028,15,13,26,216,242,2,0,1,0,1,0,0,0,no
57015,M,PA,15229,152,15,11,23,123,146,2,2,0,0,0,0,0,0,no
57016,M,PA,15108,151,25,13,38,218,256,3,0,0,0,2,1,0,0,no
57017,F,NY,11581,115,11,11,15,17,32,1,0,0,0,0,1,0,0,no
57018,M,PA,19406,194,21,9,44,166,210,4,1,0,2,1,0,0,0,no
57019,M,NY,14607,146,13,9,27,208,235,2,0,1,0,0,1,0,0,no
57020,F,PA,19115,191,17,11,28,179,207,2,0,1,0,0,0,1,0,no
57021,F,MD,21136,211,61,13,107,101,208,9,1,0,2,1,1,1,3,no
57022,M,NJ,07306,073,3,1,28,270,298,2,0,0,0,1,0,1,0,no
57023,F,NY,10994,109,13,13,15,268,283,1,0,0,1,0,0,0,0,no
57024,F,NJ,07740,077,11,11,15,99,114,1,0,0,0,0,1,0,0,no
57025,M,DE,19901,199,39,25,36,115,151,3,2,0,0,0,0,1,0,no
57026,F,NJ,08831,088,27,27,15,167,182,1,0,1,0,0,0,0,0,no
57027,M,NY,10465,104,41,13,69,307,376,6,0,1,1,3,0,1,0,no
57028,M,NY,11377,113,11,5,29,78,107,2,0,0,1,0,0,0,1,no
57029,F,NJ,07901,079,17,11,25,276,301,2,0,1,1,0,0,0,0,no
57030,M,NJ,07042,070,33,33,15,96,111,1,0,0,0,1,0,0,0,no
57031,F,MD,20723,207,13,9,23,218,241,2,2,0,0,0,0,0,0,no
57032,F,NY,11747,117,49,31,92,110,202,8,1,1,1,2,0,0,3,no
57033,F,NY,11795,117,5,5,15,116,131,1,0,0,1,0,0,0,0,no
57034,M,NJ,08046,080,17,13,25,163,188,2,1,0,1,0,0,0,0,no
57035,M,NY,11235,112,13,7,29,135,164,2,0,0,0,1,0,0,1,no
57036,F,MD,20904,209,81,31,105,77,182,9,1,1,3,0,1,1,2,no
57037,F,NY,11229,112,17,9,46,291,337,4,0,2,1,0,1,0,0,no
57038,F,MD,21227,212,23,21,29,91,120,2,0,1,0,0,0,0,1,no
57039,M,NY,11937,119,29,13,67,166,233,6,1,1,1,2,0,0,1,no
57040,F,NY,11414,114,39,35,26,5,31,2,0,0,0,2,0,0,0,no
57041,M,PA,18426,184,19,15,28,73,101,2,0,0,1,0,0,1,0,no
57042,F,NJ,08752,087,31,3,92,271,363,8,0,3,4,0,0,0,1,no
57043,M,MD,21208,212,33,29,29,151,180,2,0,0,1,0,0,0,1,no
57044,M,NY,11791,117,85,31,125,180,305,11,2,1,1,3,1,1,2,no
57045,M,PA,19145,191,39,5,136,298,434,12,5,0,1,3,0,3,0,no
57046,F,PA,19115,191,27,5,124,281,405,11,3,3,2,0,0,2,1,no
57047,F,MA,01876,018,27,5,61,32,93,5,2,0,1,0,0,0,2,yes
57048,M,NY,13108,131,37,23,33,89,122,3,2,0,1,0,0,0,0,no
57049,F,NY,11767,117,15,15,15,124,139,1,0,1,0,0,0,0,0,no
57050,F,NJ,08610,086,7,7,15,178,193,1,0,0,1,0,0,0,0,no
57051,F,MA,01803,018,3,3,15,37,52,1,0,0,0,1,0,0,0,no
57052,F,NY,10023,100,55,9,116,247,363,10,1,1,2,0,2,3,1,yes
57053,F,MA,02112,021,31,27,27,272,299,2,0,0,0,1,1,0,0,no
57054,M,NY,10011,100,47,15,71,299,370,6,1,0,1,2,0,1,1,no
57055,M,NJ,07628,076,11,11,15,255,270,1,0,0,0,0,0,1,0,yes
57056,M,MD,20710,207,15,1,43,72,115,4,1,1,0,1,0,1,0,no
57057,F,NJ,08003,080,27,27,15,146,161,1,1,0,0,0,0,0,0,no
57058,F,NJ,07960,079,13,13,15,8,23,1,1,0,0,0,0,0,0,no
57059,M,PA,17046,170,23,9,42,49,91,4,2,1,1,0,0,0,0,no
57060,M,NJ,08869,088,47,11,98,187,285,8,1,0,1,1,1,0,4,no
57061,F,NY,11235,112,9,3,26,188,214,2,1,0,0,1,0,0,0,no
57062,F,NJ,07006,070,7,7,15,61,76,1,0,0,0,1,0,0,0,no
57063,M,NY,12887,128,15,15,15,40,55,1,0,0,1,0,0,0,0,no
57064,F,NJ,08721,087,15,15,15,9,24,1,1,0,0,0,0,0,0,no
57065,F,NJ,07753,077,23,7,36,83,119,3,1,1,0,0,1,0,0,no
57066,M,PA,19380,193,29,15,36,57,93,3,1,0,0,0,0,1,1,no
57067,F,VT,05677,056,9,9,15,92,107,1,0,0,0,0,0,1,0,no
57068,M,NY,11717,117,29,13,62,13,75,5,1,1,0,1,0,1,1,no
57069,F,MD,20878,208,19,13,28,291,319,2,0,0,0,0,1,1,0,no
57070,F,NY,14228,142,13,13,15,132,147,1,0,1,0,0,0,0,0,no
57071,F,NJ,07444,074,11,7,25,188,213,2,0,1,1,0,0,0,0,no
57072,F,NJ,07481,074,31,13,56,51,107,5,2,1,1,0,0,0,1,no
57073,F,NY,11570,115,13,9,29,92,121,2,1,0,0,0,0,0,1,no
57074,M,NY,11229,112,27,23,29,9,38,2,0,0,1,0,0,0,1,no
57075,M,MA,01945,019,9,9,15,231,246,1,0,0,0,0,0,0,1,no
57076,F,NJ,08034,080,9,3,24,139,163,2,1,1,0,0,0,0,0,no
57077,F,PA,19114,191,5,5,15,9,24,1,1,0,0,0,0,0,0,no
57078,F,NY,11417,114,17,15,28,93,121,2,0,0,0,0,1,1,0,no
57079,F,RI,02891,028,21,15,28,197,225,2,0,0,1,0,0,1,0,no
57080,F,PA,19012,190,25,25,15,260,275,1,1,0,0,0,0,0,0,no
57081,F,NJ,08724,087,27,23,29,137,166,2,0,0,0,0,0,1,1,no
57082,F,PA,19057,190,3,1,28,144,172,2,0,1,0,0,0,1,0,no
57083,M,NJ,08628,086,17,11,29,108,137,2,0,0,0,1,0,0,1,no
57084,F,PA,19114,191,9,9,15,235,250,1,0,0,0,0,1,0,0,no
57085,F,NJ,07946,079,1,1,15,211,226,1,0,0,0,1,0,0,0,no
57086,F,NY,11714,117,29,11,45,152,197,4,1,0,3,0,0,0,0,no
57087,F,NY,11754,117,25,15,40,194,234,3,0,0,0,1,1,1,0,no
57088,M,NJ,07627,076,73,7,128,74,202,11,1,1,2,2,2,2,1,no
57089,F,NY,11210,112,13,7,29,103,132,2,0,0,0,0,0,0,2,no
57090,M,PA,19082,190,35,13,47,54,101,4,0,1,1,0,1,1,0,no
57091,F,MD,21047,210,7,7,15,298,313,1,0,0,0,0,0,0,1,no
57092,F,PA,17349,173,53,29,83,316,399,7,1,0,1,1,1,2,1,no
57093,M,PA,19116,191,37,15,131,218,349,11,3,0,2,1,0,2,3,yes
57094,F,PA,19103,191,17,9,29,215,244,2,1,0,0,0,0,0,1,yes
57095,M,NY,11374,113,49,23,62,77,139,6,3,1,1,0,1,0,0,no
57096,F,MD,21050,210,15,15,15,149,164,1,0,0,1,0,0,0,0,no
57097,F,CT,06902,069,15,15,15,254,269,1,0,0,1,0,0,0,0,no
57098,F,NJ,07439,074,5,3,27,114,141,2,1,0,0,0,1,0,0,no
57099,F,NJ,07010,070,13,13,15,17,32,1,1,0,0,0,0,0,0,no
57100,M,NY,11362,113,27,15,33,234,267,3,1,0,1,1,0,0,0,no
57101,M,NY,14626,146,33,29,29,247,276,2,0,0,0,0,0,0,2,no
57102,F,NJ,07601,076,15,15,15,20,35,1,0,0,1,0,0,0,0,no
57103,F,CT,06716,067,3,3,15,147,162,1,0,0,0,0,0,0,1,no
57104,F,NY,10475,104,21,17,26,13,39,2,1,0,0,1,0,0,0,no
57105,F,MA,02369,023,73,25,100,303,403,8,0,0,4,1,1,1,1,no
57106,F,MA,01077,010,11,11,15,269,284,1,0,0,0,1,0,0,0,no
57107,F,NY,11742,117,11,7,29,75,104,2,0,0,0,0,1,0,1,no
57108,M,NJ,08001,080,13,11,24,108,132,2,0,2,0,0,0,0,0,no
57109,M,CT,06704,067,49,15,71,78,149,6,1,0,1,1,0,1,2,no
57110,F,NJ,08034,080,15,11,25,168,193,2,1,0,1,0,0,0,0,no
57111,F,NY,11040,110,23,1,99,242,341,9,2,1,3,1,0,0,2,no
57112,F,RI,02921,029,13,13,15,237,252,1,0,0,0,0,0,1,0,no
57113,M,NY,11362,113,33,5,114,255,369,10,2,0,4,2,1,0,1,no
57114,M,MA,01827,018,7,7,15,187,202,1,0,1,0,0,0,0,0,no
57115,M,DC,20018,200,17,9,26,193,219,2,1,0,0,1,0,0,0,no
57116,M,NJ,07070,070,17,15,25,247,272,2,0,0,2,0,0,0,0,no
57117,M,NY,10013,100,13,13,15,111,126,1,0,0,1,0,0,0,0,no
57118,F,NY,11225,112,25,25,15,37,52,1,0,1,0,0,0,0,0,no
57119,M,NJ,07666,076,31,15,45,125,170,4,2,0,1,0,1,0,0,no
57120,F,NJ,07626,076,7,5,25,69,94,2,1,0,1,0,0,0,0,no
57121,M,NY,11355,113,31,13,66,219,285,6,1,2,0,2,1,0,0,no
57122,F,NY,11374,113,7,1,28,272,300,2,0,0,0,0,1,1,0,no
57123,F,MD,21030,210,13,13,15,90,105,1,0,0,0,1,0,0,0,no
57124,F,NY,10007,100,29,21,27,38,65,2,0,0,0,1,1,0,0,no
57125,M,NY,14214,142,9,9,15,286,301,1,0,0,0,1,0,0,0,no
57126,M,MA,01004,010,11,9,29,91,120,2,0,1,0,0,0,0,1,no
57127,F,NJ,07112,071,7,7,15,69,84,1,1,0,0,0,0,0,0,no
57128,F,NJ,08757,087,69,29,102,300,402,10,4,1,3,0,2,0,0,no
57129,M,MA,01701,017,27,9,32,243,275,3,1,2,0,0,0,0,0,no
57130,F,RI,02879,028,9,9,15,233,248,1,0,0,1,0,0,0,0,no
57131,M,NY,11218,112,7,3,29,243,272,2,1,0,0,0,0,0,1,no
57132,M,NY,11691,116,45,15,87,190,277,7,0,0,1,2,2,1,1,no
57133,F,NY,11229,112,17,17,15,107,122,1,0,0,1,0,0,0,0,no
57134,M,NJ,07652,076,3,3,15,8,23,1,0,0,0,1,0,0,0,no
57135,F,PA,17756,177,49,3,94,295,389,8,1,1,1,2,0,1,2,no
57136,F,NJ,08505,085,15,11,29,79,108,2,0,1,0,0,0,0,1,no
57137,F,PA,18067,180,15,9,25,23,48,2,1,0,1,0,0,0,0,no
57138,F,MA,01902,019,27,1,76,154,230,7,3,0,1,1,2,0,0,no
57139,F,NJ,08723,087,11,9,29,91,120,2,0,0,0,1,0,0,1,no
57140,M,NY,14895,148,25,9,58,289,347,5,1,0,1,0,2,1,0,no
57141,F,NJ,08108,081,55,7,119,148,267,11,3,2,2,1,1,1,1,no
57142,M,NJ,08823,088,11,11,15,123,138,1,0,0,0,1,0,0,0,no
57143,F,MA,02021,020,55,15,74,193,267,7,3,0,2,1,1,0,0,no
57144,F,MA,02129,021,57,11,117,295,412,11,3,0,5,0,1,2,0,no
57145,M,NY,11040,110,47,13,68,68,136,6,1,0,3,0,1,1,0,no
57146,F,NJ,08033,080,13,5,27,271,298,2,0,0,1,0,1,0,0,no
57147,M,NY,11791,117,5,5,15,299,314,1,1,0,0,0,0,0,0,no
57148,F,ME,04011,040,45,5,133,208,341,12,3,2,2,1,1,1,2,no
57149,M,NY,10917,109,33,9,107,135,242,10,3,2,1,2,1,0,1,no
57150,M,NY,11722,117,19,5,85,185,270,7,0,1,1,2,0,2,1,yes
57151,F,NY,14072,140,67,9,118,78,196,11,6,1,2,0,0,1,1,no
57152,F,NJ,08831,088,19,19,15,77,92,1,0,0,0,0,0,0,1,no
57153,F,NY,11581,115,27,27,15,83,98,1,0,0,0,0,0,0,1,no
57154,F,NJ,08742,087,21,11,42,76,118,4,1,1,1,0,0,1,0,no
57155,M,PA,19143,191,3,3,15,8,23,1,0,0,0,0,0,1,0,yes
57156,F,NY,11721,117,15,15,15,244,259,1,0,0,1,0,0,0,0,no
57157,F,MA,02136,021,7,1,25,249,274,2,1,0,1,0,0,0,0,no
57158,F,PA,19075,190,49,5,100,114,214,9,3,0,3,1,0,0,2,no
57159,F,DC,20015,200,53,31,99,152,251,9,2,1,2,2,1,1,0,no
57160,F,PA,18704,187,13,13,15,292,307,1,0,0,0,0,0,1,0,no
57161,M,NY,12974,129,31,27,25,32,57,2,1,0,1,0,0,0,0,no
57162,F,PA,17603,176,15,15,15,206,221,1,0,0,1,0,0,0,0,no
57163,F,MA,02169,021,19,13,25,22,47,2,1,0,1,0,0,0,0,no
57164,F,MA,02174,021,13,5,26,224,250,2,0,0,1,1,0,0,0,no
57165,M,NY,10590,105,13,11,29,45,74,2,1,0,0,0,0,0,1,no
57166,F,DC,20024,200,17,13,25,189,214,2,1,0,1,0,0,0,0,no
57167,F,NY,14222,142,21,19,27,207,234,2,0,1,0,0,1,0,0,no
57168,M,PA,19114,191,1,1,15,174,189,1,1,0,0,0,0,0,0,no
57169,F,NY,11791,117,13,13,15,91,106,1,1,0,0,0,0,0,0,no
57170,F,PA,19335,193,47,21,90,207,297,8,3,1,1,0,1,0,2,yes
57171,F,NY,11221,112,19,15,25,184,209,2,1,0,1,0,0,0,0,no
57172,F,PA,18458,184,11,5,25,79,104,2,0,0,2,0,0,0,0,no
57173,F,PA,16301,163,15,15,15,42,57,1,0,0,0,1,0,0,0,no
57174,F,NJ,08014,080,9,1,28,97,125,2,0,0,1,0,0,1,0,no
57175,F,PA,19083,190,29,3,79,108,187,7,1,0,5,1,0,0,0,no
57176,F,MA,01607,016,13,5,26,171,197,2,0,0,1,1,0,0,0,no
57177,F,NY,11724,117,31,23,26,228,254,2,1,0,0,1,0,0,0,no
57178,M,RI,02891,028,49,11,91,84,175,8,1,0,4,1,0,1,1,no
57179,F,NY,11206,112,11,11,15,246,261,1,0,0,0,0,0,0,1,no
57180,F,DE,19971,199,17,15,29,39,68,2,0,0,1,0,0,0,1,no
57181,M,DC,20015,200,35,9,122,287,409,11,2,1,3,3,1,1,0,no
57182,M,NY,10603,106,7,7,15,87,102,1,0,0,0,0,0,0,1,no
57183,F,NY,10516,105,15,15,15,271,286,1,1,0,0,0,0,0,0,no
57184,M,NJ,08109,081,41,11,70,106,176,7,3,1,3,0,0,0,0,no
57185,F,NY,13214,132,59,7,117,136,253,9,0,1,0,1,1,1,5,yes
57186,M,NY,11211,112,15,11,28,259,287,2,0,0,1,0,0,1,0,no
57187,F,PA,18064,180,37,7,88,91,179,8,1,1,4,0,1,0,1,no
57188,F,PA,19114,191,27,1,72,149,221,7,2,0,4,1,0,0,0,no
57189,F,NJ,08846,088,21,11,58,244,302,5,2,1,0,0,1,0,1,no
57190,M,PA,19046,190,3,3,15,167,182,1,0,0,0,0,1,0,0,yes
57191,F,PA,19046,190,7,5,29,96,125,2,1,0,0,0,0,0,1,no
57192,M,MD,20710,207,63,27,103,64,167,9,1,1,3,0,2,1,1,no
57193,F,MA,01940,019,17,13,24,153,177,2,1,1,0,0,0,0,0,no
57194,M,PA,17307,173,23,21,23,235,258,2,2,0,0,0,0,0,0,no
57195,M,CT,06811,068,5,5,15,42,57,1,0,0,0,1,0,0,0,no
57196,F,NY,14141,141,69,5,137,215,352,12,2,2,2,1,2,1,2,no
57197,F,NJ,08106,081,33,27,28,186,214,2,0,0,1,0,0,1,0,no
57198,F,NJ,07452,074,13,9,28,141,169,2,1,0,0,0,0,1,0,no
57199,F,NY,11530,115,35,27,28,163,191,2,1,0,0,0,0,1,0,no
57200,F,NY,10304,103,37,33,27,53,80,2,0,0,0,1,1,0,0,no
57201,F,NY,11201,112,21,13,29,279,308,2,0,0,0,1,0,0,1,no
57202,M,NJ,07746,077,49,5,118,225,343,10,3,2,0,0,0,3,2,no
57203,M,CT,06460,064,49,7,92,167,259,8,1,1,1,1,2,1,1,yes
57204,M,NY,11040,110,31,3,60,177,237,5,2,0,0,1,1,0,1,no
57205,F,PA,19014,190,21,21,15,262,277,1,1,0,0,0,0,0,0,no
57206,M,NJ,07401,074,17,13,26,173,199,2,0,0,1,1,0,0,0,no
57207,F,MA,02192,021,11,11,15,91,106,1,0,0,0,0,0,1,0,no
57208,F,MD,21131,211,7,7,15,74,89,1,0,0,0,1,0,0,0,no
57209,M,NJ,07712,077,57,31,117,60,177,10,2,0,5,0,0,3,0,no
57210,M,NY,14043,140,55,5,137,336,473,12,2,1,2,2,1,0,4,no
57211,F,MD,21087,210,7,7,15,71,86,1,1,0,0,0,0,0,0,no
57212,F,MD,21208,212,15,13,26,35,61,2,1,0,0,1,0,0,0,no
57213,M,NY,11697,116,37,29,26,12,38,2,0,0,0,2,0,0,0,no
57214,F,NJ,07840,078,7,1,29,192,221,2,0,0,0,0,0,1,1,no
57215,M,MA,02159,021,35,25,46,215,261,4,1,0,1,1,1,0,0,no
57216,F,NJ,07424,074,7,7,15,158,173,1,1,0,0,0,0,0,0,no
57217,F,NJ,08085,080,13,13,15,175,190,1,1,0,0,0,0,0,0,no
57218,M,NJ,08648,086,63,11,116,80,196,10,0,5,1,2,0,1,1,no
57219,M,PA,17745,177,15,15,15,291,306,1,0,0,1,0,0,0,0,no
57220,M,DE,19930,199,83,13,135,86,221,12,3,1,4,1,1,1,1,no
57221,M,PA,19115,191,53,9,124,55,179,11,4,2,2,0,0,2,1,no
57222,M,PA,19131,191,1,1,15,177,192,1,0,0,0,0,0,1,0,no
57223,F,NY,11754,117,9,9,15,105,120,1,0,1,0,0,0,0,0,no
57224,F,MA,01129,011,29,23,25,272,297,2,1,0,1,0,0,0,0,no
57225,M,NY,11201,112,33,5,92,249,341,8,2,1,1,0,2,2,0,yes
57226,F,MA,01085,010,23,15,29,178,207,2,1,0,0,0,0,0,1,no
57227,F,CT,06020,060,15,9,27,251,278,2,0,0,1,0,1,0,0,no
57228,F,NJ,07753,077,23,5,51,82,133,4,0,0,2,0,1,0,1,no
57229,F,NJ,07045,070,21,13,36,178,214,3,1,0,1,1,0,0,0,no
57230,F,NJ,08872,088,5,5,15,91,106,1,1,0,0,0,0,0,0,no
57231,F,NY,12309,123,1,1,15,138,153,1,0,1,0,0,0,0,0,no
57232,F,NJ,08757,087,13,13,15,275,290,1,0,0,1,0,0,0,0,no
57233,F,NJ,07083,070,15,15,15,115,130,1,0,0,1,0,0,0,0,no
57234,F,NY,11778,117,37,33,28,44,72,2,1,0,0,0,0,1,0,no
57235,F,NY,11740,117,3,3,15,71,86,1,1,0,0,0,0,0,0,no
57236,F,MD,20715,207,35,1,126,175,301,11,3,1,4,0,0,1,2,no
57237,M,NY,13087,130,13,13,15,135,150,1,0,0,0,1,0,0,0,no
57238,F,MA,01720,017,11,11,15,221,236,1,0,0,0,0,0,0,1,no
57239,M,MA,01075,010,17,9,47,295,342,4,1,0,1,1,0,0,1,no
57240,F,PA,19131,191,15,9,27,85,112,2,1,0,0,0,1,0,0,no
57241,F,MA,02402,024,15,11,28,217,245,2,0,0,1,0,0,1,0,no
57242,M,NY,10804,108,47,13,125,301,426,11,4,0,3,2,0,1,1,no
57243,F,NY,11234,112,3,3,15,249,264,1,1,0,0,0,0,0,0,no
57244,F,NY,10580,105,13,13,15,228,243,1,0,0,1,0,0,0,0,no
57245,F,NJ,07463,074,11,9,25,176,201,2,1,0,1,0,0,0,0,no
57246,F,PA,19130,191,21,17,29,231,260,2,1,0,0,0,0,0,1,no
57247,F,PA,19036,190,25,1,84,140,224,7,1,0,2,0,2,1,1,no
57248,F,PA,17601,176,37,9,69,77,146,6,1,1,1,0,0,1,2,no
57249,F,NJ,07006,070,11,9,25,273,298,2,1,0,1,0,0,0,0,no
57250,F,NJ,08846,088,15,15,15,220,235,1,1,0,0,0,0,0,0,no
57251,M,PA,19073,190,43,13,100,176,276,9,2,3,1,0,0,1,2,yes
57252,M,NY,11212,112,39,31,25,152,177,2,0,0,2,0,0,0,0,no
57253,F,NY,11706,117,7,7,15,241,256,1,0,1,0,0,0,0,0,yes
57254,F,NJ,08505,085,13,9,27,257,284,2,0,0,1,0,1,0,0,no
57255,F,NY,10014,100,33,11,60,286,346,5,1,1,1,0,1,0,1,no
57256,F,NY,10024,100,53,5,99,294,393,8,0,0,4,0,1,0,3,no
57257,M,PA,19001,190,65,15,132,117,249,12,2,2,3,1,1,2,1,no
57258,F,MD,21122,211,7,3,29,289,318,2,1,0,0,0,0,0,1,no
57259,M,NY,11219,112,13,7,25,23,48,2,1,0,1,0,0,0,0,no
57260,M,NY,11967,119,9,9,15,243,258,1,0,0,0,1,0,0,0,no
57261,M,PA,19610,196,29,15,49,181,230,4,1,0,1,1,0,1,0,no
57262,F,NY,12208,122,17,5,60,304,364,6,2,1,3,0,0,0,0,no
57263,M,NY,11803,118,35,23,33,97,130,3,1,0,2,0,0,0,0,no
57264,F,PA,18049,180,69,25,93,70,163,8,4,0,2,0,0,1,1,no
57265,F,NY,10977,109,27,5,50,233,283,4,1,0,0,0,0,2,1,no
57266,F,CT,06033,060,17,15,29,132,161,2,0,0,1,0,0,0,1,no
57267,F,MA,02062,020,55,7,112,187,299,10,1,2,1,1,3,2,0,yes
57268,F,DE,19803,198,19,3,38,262,300,3,1,0,1,0,0,1,0,yes
57269,F,PA,17551,175,13,13,15,53,68,1,0,0,1,0,0,0,0,no
57270,M,NJ,07648,076,23,21,27,175,202,2,1,0,0,0,1,0,0,no
57271,F,NJ,07644,076,9,9,15,179,194,1,0,0,0,0,0,0,1,no
57272,M,NY,10589,105,25,15,59,203,262,5,1,0,2,0,0,2,0,no
57273,F,PA,15220,152,7,7,15,128,143,1,1,0,0,0,0,0,0,no
57274,F,NY,11412,114,15,11,25,71,96,2,1,0,1,0,0,0,0,no
57275,F,NY,11716,117,19,19,15,119,134,1,0,0,0,1,0,0,0,no
57276,M,NJ,07110,071,15,11,29,267,296,2,0,0,0,0,0,0,2,no
57277,F,NJ,08701,087,33,21,48,142,190,4,0,4,0,0,0,0,0,no
57278,F,NJ,07470,074,37,29,25,259,284,2,0,1,1,0,0,0,0,no
57279,M,MD,20814,208,11,11,15,149,164,1,1,0,0,0,0,0,0,yes
57280,F,NY,11375,113,11,11,15,153,168,1,0,1,0,0,0,0,0,no
57281,M,NY,14450,144,27,25,23,85,108,2,2,0,0,0,0,0,0,no
57282,F,MD,20815,208,67,3,120,192,312,11,3,1,3,1,1,1,1,no
57283,F,MD,20904,209,11,11,15,133,148,1,0,1,0,0,0,0,0,no
57284,M,NY,11362,113,51,25,135,58,193,12,2,1,3,2,1,1,2,no
57285,M,NY,14067,140,7,7,15,92,107,1,0,1,0,0,0,0,0,no
57286,F,RI,02865,028,19,13,29,256,285,2,0,0,1,0,0,0,1,no
57287,F,NY,11213,112,43,15,134,237,371,12,3,1,5,0,0,1,2,no
57288,F,CT,06430,064,19,7,48,191,239,4,0,1,2,0,0,0,1,no
57289,F,NY,11753,117,19,13,25,278,303,2,0,0,2,0,0,0,0,no
57290,M,PA,19464,194,11,11,15,17,32,1,0,0,0,0,0,0,1,yes
57291,F,MD,21228,212,41,13,89,319,408,8,2,0,4,1,1,0,0,no
57292,F,CT,06106,061,51,9,96,275,371,8,0,0,5,1,1,1,0,no
57293,F,NJ,08332,083,29,7,97,267,364,9,2,0,4,2,0,0,1,no
57294,F,NY,11787,117,35,5,111,137,248,10,1,2,3,1,1,1,1,no
57295,F,MA,01845,018,23,11,52,98,150,4,1,0,1,0,0,1,1,no
57296,F,MA,01844,018,37,15,97,84,181,9,2,2,2,2,0,0,1,no
57297,F,MD,20904,209,17,11,29,256,285,2,0,0,1,0,0,0,1,no
57298,F,NY,11375,113,27,27,15,0,15,1,1,0,0,0,0,0,0,no
57299,F,NJ,07728,077,25,13,60,99,159,5,1,1,1,0,1,0,1,no
57300,F,CT,06611,066,1,1,15,111,126,1,0,0,0,0,0,1,0,yes
57301,F,NY,10591,105,27,13,37,66,103,3,0,0,1,1,1,0,0,no
57302,F,NY,11234,112,15,15,15,251,266,1,1,0,0,0,0,0,0,no
57303,M,MA,01364,013,17,17,15,31,46,1,1,0,0,0,0,0,0,no
57304,F,NY,11203,112,19,5,70,307,377,6,3,0,0,0,0,3,0,yes
57305,F,NH,03874,038,5,5,15,49,64,1,0,0,1,0,0,0,0,no
57306,F,MA,01985,019,7,7,15,267,282,1,0,0,1,0,0,0,0,no
57307,M,NY,10040,100,13,9,28,57,85,2,0,1,0,0,0,1,0,no
57308,F,NY,10512,105,17,13,28,97,125,2,0,1,0,0,0,1,0,no
57309,M,NY,10312,103,45,35,48,288,336,4,0,1,0,1,0,2,0,no
57310,F,PA,18428,184,11,9,29,287,316,2,0,0,0,0,0,0,2,yes
57311,F,NJ,07931,079,21,15,29,90,119,2,1,0,0,0,0,0,1,no
57312,F,MD,21012,210,15,15,15,224,239,1,1,0,0,0,0,0,0,no
57313,F,MD,21228,212,11,5,28,290,318,2,1,0,0,0,0,1,0,no
57314,M,PA,15217,152,17,17,15,64,79,1,0,0,0,0,0,1,0,no
57315,F,NY,11229,112,45,13,93,79,172,8,1,2,1,1,1,0,2,no
57316,M,MD,21227,212,5,1,25,177,202,2,1,0,1,0,0,0,0,no
57317,F,NJ,08831,088,25,13,59,202,261,5,2,1,0,0,0,1,1,no
57318,F,NY,10930,109,43,1,105,293,398,9,1,1,1,2,1,2,1,yes
57319,F,NY,11946,119,17,3,78,273,351,7,0,2,3,1,0,0,1,no
57320,M,PA,19150,191,13,9,27,48,75,2,0,0,1,0,1,0,0,no
57321,M,NJ,08619,086,15,15,15,87,102,1,1,0,0,0,0,0,0,no
57322,F,NY,14150,141,15,15,15,249,264,1,0,1,0,0,0,0,0,no
57323,F,MA,01887,018,1,1,15,123,138,1,0,0,1,0,0,0,0,no
57324,F,NJ,07035,070,17,13,26,145,171,2,1,0,0,1,0,0,0,no
57325,F,NY,11803,118,57,1,114,263,377,10,0,2,4,0,2,1,1,no
57326,F,DE,19720,197,23,13,33,47,80,3,1,1,1,0,0,0,0,no
